read_id	label	read_length	mean_base_quality	ref_name	ref_start_1based	strand	mapq	cigar	has_sa	sa_count	num_segments	sa_diff_contig	sa_min_delta_pos	sa_max_delta_pos	sa_mean_delta_pos	sa_same_strand_count	sa_opp_strand_count	sa_max_mapq	sa_mean_mapq	sa_min_nm	sa_mean_nm	softclip_left	softclip_right	total_clipped_bases	breakpoint_read_pos	kmer_cosine_diff	kmer_js_divergence	microhomology_length	microhomology_gc
NC_039553.1_15027_15510_9:0:0_6:0:0_1060	0	150	13.000	NC_039553.1	15361	-	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.957742	0.957143	0	0.000
NC_039553.1_15362_15947_6:0:0_13:0:0_ca7	0	150	13.000	NC_039553.1	15362	+	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	1.000000	1.000000	1	1.000
NC_039553.1_15364_15864_8:0:0_10:0:0_2565	0	150	13.000	NC_039553.1	15364	+	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	1.000000	1.000000	0	0.000
NC_039553.1_15053_15514_8:0:0_5:0:0_37a	0	150	13.000	NC_039553.1	15365	-	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.985914	0.985714	0	0.000
NC_039553.1_15027_15514_10:0:0_4:0:0_974	0	150	13.000	NC_039553.1	15365	-	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.985914	0.985714	1	0.000
NC_039553.1_15366_15924_10:0:0_7:0:0_3c7	0	150	13.000	NC_039553.1	15366	+	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.985714	0.985714	0	0.000
NC_039553.1_15363_15925_8:0:0_8:0:0_1642	0	150	13.000	NC_039553.1	15369	+	60	6S144M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	6	0	6	75	0.971828	0.971429	0	0.000
NC_039553.1_14975_15519_5:0:0_6:0:0_1797	0	150	13.000	NC_039553.1	15370	-	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.971429	0.971429	0	0.000
NC_039553.1_15001_15520_10:0:0_8:0:0_211f	0	150	13.000	NC_039553.1	15371	-	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.957143	0.957143	1	0.000
NC_039553.1_15372_15924_6:0:0_10:0:0_d7b	0	150	13.000	NC_039553.1	15372	+	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.985714	0.985714	1	0.000
NC_039553.1_15127_15522_6:0:0_7:0:0_107	0	150	13.000	NC_039553.1	15373	-	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.971828	0.971429	0	0.000
NC_039553.1_15374_15962_10:0:0_8:0:0_eb8	0	150	13.000	NC_039553.1	15374	+	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.985714	0.985714	1	1.000
NC_039553.1_15111_15525_8:0:0_14:0:0_65	0	150	13.000	NC_039553.1	15376	-	58	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.957143	0.957143	1	0.000
NC_039553.1_14990_15525_9:0:0_7:0:0_a74	0	150	13.000	NC_039553.1	15376	-	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.943656	0.942857	1	0.000
NC_039553.1_15377_15860_11:0:0_9:0:0_bbc	0	150	13.000	NC_039553.1	15377	+	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.928571	0.928571	0	0.000
NC_039553.1_15072_15526_10:0:0_11:0:0_7b6	0	150	13.000	NC_039553.1	15377	-	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.928571	0.928571	1	0.000
NC_039553.1_15097_15528_10:0:0_9:0:0_11ea	0	150	13.000	NC_039553.1	15379	-	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.929570	0.928571	0	0.000
NC_039553.1_15380_15920_7:0:0_12:0:0_c89	0	150	13.000	NC_039553.1	15380	+	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.942857	0.942857	0	0.000
NC_039553.1_15042_15529_8:0:0_7:0:0_1b0a	0	150	13.000	NC_039553.1	15380	-	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.971429	0.971429	0	0.000
NC_039553.1_15381_15846_4:0:0_8:0:0_1301	0	150	13.000	NC_039553.1	15381	+	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.914286	0.914286	0	0.000
NC_039553.1_15382_15890_7:0:0_6:0:0_1434	0	150	13.000	NC_039553.1	15382	+	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.971429	0.971429	1	0.000
NC_039553.1_15045_15531_7:0:0_6:0:0_592	0	150	13.000	NC_039553.1	15382	-	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.928571	0.928571	1	0.000
NC_039553.1_15026_15533_4:0:0_7:0:0_15f6	0	150	13.000	NC_039553.1	15384	-	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.971429	0.971429	0	0.000
NC_039553.1_15385_15874_6:0:0_3:0:0_9e2	0	150	13.000	NC_039553.1	15385	+	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.957143	0.957143	1	0.000
NC_039553.1_15002_15534_8:0:0_14:0:0_334	0	150	13.000	NC_039553.1	15385	-	53	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	1.000000	1.000000	1	0.000
NC_039553.1_14973_15534_5:0:0_8:0:0_620	0	150	13.000	NC_039553.1	15385	-	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.957143	0.957143	1	0.000
NC_039553.1_15386_15909_9:0:0_9:0:0_1a92	0	150	13.000	NC_039553.1	15386	+	60	146M4S	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	4	4	75	0.928571	0.928571	0	0.000
NC_039553.1_15035_15535_8:0:0_2:0:0_d71	0	150	13.000	NC_039553.1	15386	-	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.900000	0.900000	0	0.000
NC_039553.1_15084_15531_10:0:0_5:0:0_2185	0	150	13.000	NC_039553.1	15387	-	60	5S145M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	5	0	5	75	0.957143	0.957143	1	0.000
NC_039553.1_14983_15537_11:0:0_8:0:0_a68	0	150	13.000	NC_039553.1	15388	-	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.985914	0.985714	0	0.000
NC_039553.1_15389_15917_6:0:0_7:0:0_44f	0	150	13.000	NC_039553.1	15389	+	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.900000	0.900000	0	0.000
NC_039553.1_15103_15541_10:0:0_5:0:0_d1	0	150	13.000	NC_039553.1	15392	-	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.901399	0.900000	1	0.000
NC_039553.1_15047_15541_6:0:0_11:0:0_d61	0	150	13.000	NC_039553.1	15392	-	59	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.957742	0.957143	1	0.000
NC_039553.1_15023_15544_6:0:0_8:0:0_40a	0	150	13.000	NC_039553.1	15395	-	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.928571	0.928571	1	0.000
NC_039553.1_15026_15544_6:0:0_8:0:0_7ec	0	150	13.000	NC_039553.1	15395	-	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.971429	0.971429	1	0.000
NC_039553.1_15396_15928_10:0:0_15:0:0_bf7	0	150	13.000	NC_039553.1	15396	+	38	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.957742	0.957143	1	0.000
NC_039553.1_15076_15545_11:0:0_10:0:0_1174	0	150	13.000	NC_039553.1	15396	-	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.971429	0.971429	0	0.000
NC_039553.1_15107_15546_5:0:0_11:0:0_9cb	0	150	13.000	NC_039553.1	15397	-	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.944444	0.942857	0	0.000
NC_039553.1_15048_15546_9:0:0_6:0:0_170f	0	150	13.000	NC_039553.1	15397	-	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.971429	0.971429	0	0.000
NC_039553.1_15080_15546_9:0:0_6:0:0_1ec7	0	150	13.000	NC_039553.1	15397	-	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.957742	0.957143	0	0.000
NC_039553.1_15398_15900_3:0:0_9:0:0_244b	0	150	13.000	NC_039553.1	15398	+	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.901399	0.900000	1	1.000
NC_039553.1_15399_15891_8:0:0_9:0:0_ee5	0	150	13.000	NC_039553.1	15399	+	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.945867	0.942857	2	1.000
NC_039553.1_15400_15943_11:0:0_8:0:0_f13	0	150	13.000	NC_039553.1	15400	+	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.914286	0.914286	1	1.000
NC_039553.1_15400_15834_7:0:0_10:0:0_19c6	0	150	13.000	NC_039553.1	15400	+	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.902740	0.900000	1	1.000
NC_039553.1_15400_15827_12:0:0_9:0:0_25cb	0	150	13.000	NC_039553.1	15400	+	55	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.943656	0.942857	1	1.000
NC_039553.1_15401_15816_17:0:0_9:0:0_b5f	0	150	13.000	NC_039553.1	15401	+	57	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.971828	0.971429	0	0.000
NC_039553.1_14937_15550_10:0:0_8:0:0_edc	0	150	13.000	NC_039553.1	15401	-	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.916634	0.923179	0	0.000
NC_039553.1_15117_15550_11:0:0_6:0:0_1148	0	150	13.000	NC_039553.1	15401	-	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.930529	0.937465	2	0.500
NC_039553.1_15402_15773_8:0:0_5:0:0_895	0	150	13.000	NC_039553.1	15402	+	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.971429	0.971429	0	0.000
NC_039553.1_15006_15551_6:0:0_9:0:0_472	0	150	13.000	NC_039553.1	15402	-	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.929570	0.928571	0	0.000
NC_039553.1_15010_15551_5:0:0_11:0:0_d36	0	150	13.000	NC_039553.1	15402	-	59	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.930529	0.928571	1	0.000
NC_039553.1_15068_15551_9:0:0_11:0:0_1653	0	150	13.000	NC_039553.1	15402	-	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.971429	0.971429	0	0.000
NC_039553.1_15406_15838_5:0:0_3:0:0_2674	0	150	13.000	NC_039553.1	15406	+	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.929570	0.928571	0	0.000
NC_039553.1_15059_15555_7:0:0_9:0:0_2509	0	150	13.000	NC_039553.1	15406	-	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.957143	0.957143	0	0.000
NC_039553.1_15407_15846_3:0:0_7:0:0_1305	0	150	13.000	NC_039553.1	15407	+	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.915485	0.914286	0	0.000
NC_039553.1_15407_15847_7:0:0_9:0:0_1ac4	0	150	13.000	NC_039553.1	15407	+	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.915485	0.914286	0	0.000
NC_039553.1_15408_15867_8:0:0_7:0:0_10f5	0	150	13.000	NC_039553.1	15408	+	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.916634	0.914286	0	0.000
NC_039553.1_15408_15948_11:0:0_7:0:0_21ea	0	150	13.000	NC_039553.1	15408	+	53	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.943656	0.942857	0	0.000
NC_039553.1_15408_15894_9:0:0_8:0:0_22cc	0	150	13.000	NC_039553.1	15408	+	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.958317	0.957143	0	0.000
NC_039553.1_15023_15557_11:0:0_5:0:0_231a	0	150	13.000	NC_039553.1	15408	-	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.915485	0.914286	0	0.000
NC_039553.1_15091_15559_5:0:0_9:0:0_114e	0	150	13.000	NC_039553.1	15410	-	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.930529	0.928571	0	0.000
NC_039553.1_15412_15897_5:0:0_9:0:0_1552	0	150	13.000	NC_039553.1	15412	+	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.957742	0.957143	0	0.000
NC_039553.1_15074_15561_7:0:0_9:0:0_72e	0	150	13.000	NC_039553.1	15412	-	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.915485	0.914286	0	0.000
NC_039553.1_15083_15562_5:0:0_6:0:0_ddf	0	150	13.000	NC_039553.1	15413	-	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.915485	0.914286	0	0.000
NC_039553.1_14986_15562_10:0:0_7:0:0_1004	0	150	13.000	NC_039553.1	15413	-	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.957742	0.957143	0	0.000
NC_039553.1_15010_15563_9:0:0_7:0:0_246f	0	150	13.000	NC_039553.1	15414	-	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.915485	0.914286	0	0.000
NC_039553.1_15415_15841_6:0:0_6:0:0_f94	0	150	13.000	NC_039553.1	15415	+	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.914286	0.914286	0	0.000
NC_039553.1_15057_15564_11:0:0_11:0:0_2334	0	150	13.000	NC_039553.1	15415	-	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.929570	0.928571	0	0.000
NC_039553.1_15416_15885_4:0:0_4:0:0_123c	0	150	13.000	NC_039553.1	15416	+	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.957143	0.957143	0	0.000
NC_039553.1_15039_15565_6:0:0_4:0:0_122b	0	150	13.000	NC_039553.1	15416	-	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.972222	0.971429	0	0.000
NC_039553.1_15048_15565_8:0:0_10:0:0_2556	0	150	13.000	NC_039553.1	15416	-	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.957742	0.957143	0	0.000
NC_039553.1_15417_15997_9:0:0_9:0:0_10f4	0	150	13.000	NC_039553.1	15417	+	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	1.000000	1.000000	0	0.000
NC_039553.1_15026_15566_9:0:0_8:0:0_13b5	0	150	13.000	NC_039553.1	15417	-	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.972222	0.971429	0	0.000
NC_039553.1_15418_15886_5:0:0_8:0:0_11e7	0	150	13.000	NC_039553.1	15418	+	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.929570	0.928571	2	0.500
NC_039553.1_15419_15838_9:0:0_8:0:0_1bc4	0	150	13.000	NC_039553.1	15419	+	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.957143	0.957143	2	0.500
NC_039553.1_15034_15568_9:0:0_9:0:0_140e	0	150	13.000	NC_039553.1	15419	-	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.928571	0.928571	5	0.400
NC_039553.1_15420_15930_7:0:0_10:0:0_1d87	0	150	13.000	NC_039553.1	15420	+	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.985914	0.985714	0	0.000
NC_039553.1_15420_15881_10:0:0_4:0:0_2111	0	150	13.000	NC_039553.1	15420	+	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.915485	0.914286	0	0.000
NC_039553.1_15421_15909_7:0:0_10:0:0_9c3	0	150	13.000	NC_039553.1	15421	+	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.946548	0.942857	1	0.000
NC_039553.1_15422_15927_5:0:0_9:0:0_154	0	150	13.000	NC_039553.1	15422	+	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.945867	0.942857	0	0.000
NC_039553.1_15423_15923_9:0:0_3:0:0_16a	0	150	13.000	NC_039553.1	15423	+	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.971429	0.971429	0	0.000
NC_039553.1_15425_15893_14:0:0_5:0:0_898	0	150	13.000	NC_039553.1	15425	+	60	128M22S	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	22	22	75	0.958317	0.957143	1	0.000
NC_039553.1_15426_16022_10:0:0_7:0:0_10a9	0	150	13.000	NC_039553.1	15426	+	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.986111	0.985714	0	0.000
NC_039553.1_15429_15903_5:0:0_5:0:0_25fe	0	150	13.000	NC_039553.1	15429	+	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.928571	0.928571	1	0.000
NC_039553.1_15118_15563_7:0:0_11:0:0_fbf	0	150	13.000	NC_039553.1	15429	-	60	15S135M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	15	0	15	75	0.957742	0.957143	0	0.000
NC_039553.1_15430_15982_12:0:0_9:0:0_bd3	0	150	13.000	NC_039553.1	15430	+	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.957143	0.957143	1	0.000
NC_039553.1_15430_15972_5:0:0_13:0:0_2552	0	150	13.000	NC_039553.1	15430	+	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.971429	0.971429	1	0.000
NC_039553.1_15431_15863_10:0:0_12:0:0_102	0	150	13.000	NC_039553.1	15431	+	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.985714	0.985714	0	0.000
NC_039553.1_15057_15580_7:0:0_11:0:0_cb1	0	150	13.000	NC_039553.1	15431	-	53	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.971828	0.971429	0	0.000
NC_039553.1_15059_15580_7:0:0_11:0:0_f0c	0	150	13.000	NC_039553.1	15431	-	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.928571	0.928571	0	0.000
NC_039553.1_15022_15580_9:0:0_9:0:0_1d6f	0	150	13.000	NC_039553.1	15431	-	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.916634	0.914286	0	0.000
NC_039553.1_15147_15576_10:0:0_7:0:0_47a	0	150	13.000	NC_039553.1	15432	-	60	5S145M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	5	0	5	75	0.945159	0.942857	0	0.000
NC_039553.1_15434_15879_9:0:0_9:0:0_70d	0	150	13.000	NC_039553.1	15434	+	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.985714	0.985714	0	0.000
NC_039553.1_15435_15965_10:0:0_8:0:0_1bb4	0	150	13.000	NC_039553.1	15435	+	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.957143	0.957143	0	0.000
NC_039553.1_15106_15584_6:0:0_5:0:0_868	0	150	13.000	NC_039553.1	15435	-	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.942857	0.942857	0	0.000
NC_039553.1_14969_15586_11:0:0_9:0:0_2658	0	150	13.000	NC_039553.1	15437	-	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	1.000000	1.000000	0	0.000
NC_039553.1_15125_15582_7:0:0_7:0:0_e34	0	150	13.000	NC_039553.1	15438	-	60	5S145M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	5	0	5	75	0.985914	0.985714	2	0.500
NC_039553.1_15439_15950_11:0:0_6:0:0_ef1	0	150	13.000	NC_039553.1	15439	+	60	145M5S	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	5	5	75	0.985714	0.985714	1	0.000
NC_039553.1_15097_15588_6:0:0_15:0:0_1a5b	0	150	13.000	NC_039553.1	15439	-	53	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.958317	0.957143	1	0.000
NC_039553.1_15146_15588_6:0:0_11:0:0_1bab	0	150	13.000	NC_039553.1	15439	-	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	1.000000	1.000000	1	0.000
NC_039553.1_15441_15909_7:0:0_10:0:0_1fe2	0	150	13.000	NC_039553.1	15441	+	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.985914	0.985714	0	0.000
NC_039553.1_15445_15916_5:0:0_9:0:0_196	0	150	13.000	NC_039553.1	15445	+	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.985714	0.985714	0	0.000
NC_039553.1_15446_15884_7:0:0_6:0:0_15e2	0	150	13.000	NC_039553.1	15446	+	60	148M2S	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	2	2	75	0.971429	0.971429	0	0.000
NC_039553.1_15447_16077_10:0:0_8:0:0_1985	0	150	13.000	NC_039553.1	15447	+	56	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.985714	0.985714	0	0.000
NC_039553.1_15447_15961_8:0:0_6:0:0_1b8f	0	150	13.000	NC_039553.1	15447	+	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	1.000000	1.000000	0	0.000
NC_039553.1_15178_15596_11:0:0_9:0:0_1557	0	150	13.000	NC_039553.1	15447	-	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	1.000000	1.000000	0	0.000
NC_039553.1_15448_15899_4:0:0_7:0:0_3de	0	150	13.000	NC_039553.1	15448	+	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.957143	0.957143	0	0.000
NC_039553.1_15448_15923_12:0:0_9:0:0_1c69	0	150	13.000	NC_039553.1	15448	+	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.985714	0.985714	0	0.000
NC_039553.1_15449_15947_9:0:0_9:0:0_1d72	0	150	13.000	NC_039553.1	15449	+	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.942857	0.942857	0	0.000
NC_039553.1_15450_15967_11:0:0_11:0:0_24f8	0	150	13.000	NC_039553.1	15450	+	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.985714	0.985714	0	0.000
NC_039553.1_15117_15599_3:0:0_11:0:0_1fcb	0	150	13.000	NC_039553.1	15450	-	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.957143	0.957143	0	0.000
NC_039553.1_15451_16044_7:0:0_6:0:0_d75	0	150	13.000	NC_039553.1	15451	+	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.957143	0.957143	0	0.000
NC_039553.1_15452_15999_12:0:0_6:0:0_4e9	0	150	13.000	NC_039553.1	15452	+	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.985714	0.985714	0	0.000
NC_039553.1_15453_16042_8:0:0_8:0:0_1a53	0	150	13.000	NC_039553.1	15453	+	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.957143	0.957143	0	0.000
NC_039553.1_15454_15973_8:0:0_7:0:0_8f8	0	150	13.000	NC_039553.1	15454	+	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.928571	0.928571	1	0.000
NC_039553.1_15063_15603_10:0:0_3:0:0_bdf	0	150	13.000	NC_039553.1	15454	-	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.957143	0.957143	1	0.000
NC_039553.1_15457_15877_9:0:0_9:0:0_234d	0	150	13.000	NC_039553.1	15457	+	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.957143	0.957143	0	0.000
NC_039553.1_15141_15608_8:0:0_10:0:0_136f	0	150	13.000	NC_039553.1	15459	-	59	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.985914	0.985714	0	0.000
NC_039553.1_15460_16024_6:0:0_12:0:0_481	0	150	13.000	NC_039553.1	15460	+	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.957143	0.957143	1	0.000
NC_039553.1_15461_16012_14:0:0_6:0:0_17c	0	150	13.000	NC_039553.1	15461	+	58	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.971828	0.971429	0	0.000
NC_039553.1_15461_16033_8:0:0_10:0:0_1f2	0	150	13.000	NC_039553.1	15461	+	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	1.000000	1.000000	0	0.000
NC_039553.1_15462_15990_14:0:0_7:0:0_9c5	0	150	13.000	NC_039553.1	15462	+	55	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	1.000000	1.000000	1	0.000
NC_039553.1_15205_15613_6:0:0_6:0:0_1b31	0	150	13.000	NC_039553.1	15464	-	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.942857	0.942857	0	0.000
